file,top_k,omp_sparsity,omp_selected_count,omp_support_grid_indices,omp_residual_norm,optimal_rss,sweep_rss,beamformer_top1_rss,omp_rss,sweep_gain_ratio_to_optimal,beamformer_top1_gain_ratio_to_optimal,omp_gain_ratio_to_optimal,sweep_gain_loss_to_optimal_db,beamformer_top1_gain_loss_to_optimal_db,omp_gain_loss_to_optimal_db,omp_gain_loss_minus_sweep_gain_loss_db,sweep_similarity_to_optimal,beamformer_top1_similarity_to_optimal,omp_similarity_to_optimal,beamformer_top1_index,beamformer_top1_phi_index,beamformer_top1_theta_index,beamformer_top1_phi_deg,beamformer_top1_theta_deg,sweep_index,sweep_phi_index,sweep_theta_index,sweep_phi_deg,sweep_theta_deg
seed6761-epoch43-10.mat,10,10,10,1395 1416 1414 1398 1394 1418 1396 1415 1417 1397,0.3846259648645158,9.199622426152788e-09,3.0415421136305134e-10,6.4633104451873096e-09,7.846517053432141e-09,0.03306159723451241,0.7025625776568112,0.8529172926843145,14.806760310468832,1.5331498483970876,0.6909307947478993,-14.115829515720932,0.16330137848854065,0.8376398086547852,0.9230726361274719,1395,69,15,310.5,71.05263157894737,853,42,13,189.0,61.57894736842105
seed6761-epoch44-1.mat,10,10,10,164 165 205 204 125 124 185 145 144 184,0.25271733689200765,8.67770280882746e-10,3.4883995787731334e-11,7.175183385841979e-10,8.123879487217925e-10,0.04019957419173807,0.8268528600153222,0.9361785793071695,13.957773521748337,0.8257175659226164,0.28641296770815927,-13.671360554040177,0.20047527551651,0.9092414975166321,0.9675401449203491,164,8,4,36.0,18.94736842105263,106,5,6,22.5,28.421052631578945
seed6761-epoch44-3.mat,10,10,10,936 955 934 957 939 954 956 935 937 938,0.1845108068616605,1.2788344124169102e-07,3.585314667416763e-08,1.1128981760126843e-07,1.2353028655808529e-07,0.2803580066820974,0.8702441576539861,0.9659599816728534,5.522870355969317,0.6035888360022312,0.1504086539309668,-5.3724617020383505,0.5294837355613708,0.9328665137290955,0.9828307628631592,935,46,15,207.0,71.05263157894737,959,47,19,211.5,90.0
seed6761-epoch44-37.mat,10,10,10,76 55 96 74 56 79 95 75 77 78,0.21543380469126694,2.7434666254656965e-09,2.5218865766324937e-10,2.296070749646433e-09,2.616464921093049e-09,0.09192335540821131,0.8369231571230362,0.9537075817894853,10.365739749298399,0.7731441224292581,0.20584764026928326,-10.159892109029116,0.3031023144721985,0.914794385433197,0.9765186309814453,76,3,16,13.5,75.78947368421052,759,37,19,166.5,90.0
seed6761-epoch44-44.mat,10,10,10,1395 1416 1375 1399 1415 1417 1394 1397 1396 1398,0.5895784400502754,5.542313731342395e-10,3.9885531672306995e-11,1.9879770190762518e-10,3.692768204461787e-10,0.07196548879351582,0.35869081315877566,0.6662863893068297,11.428747100184637,4.452796062942781,1.7633901902821663,-9.66535690990247,0.2619258165359497,0.5606390237808228,0.807711124420166,1395,69,15,310.5,71.05263157894737,1373,68,13,306.0,61.57894736842105
seed6761-epoch44-98.mat,10,10,10,1465 1444 1425 1484 1504 1505 1424 1485 1445 1464,0.31455237250372126,6.479631926039035e-10,1.5095936942692212e-11,5.281050055468306e-10,5.838828845413474e-10,0.02329752232071657,0.8150231549798207,0.9011050183189524,16.326874536461972,0.8883003747505,0.45224584330351547,-15.874628693158456,0.1517719179391861,0.9027706980705261,0.9492397308349609,1465,73,5,328.5,23.684210526315788,1486,74,6,333.0,28.421052631578945
seed6761-epoch68-60.mat,10,10,10,925 885 965 944 926 904 945 906 924 905,0.189846342739762,3.693063304602572e-08,4.612547661513037e-09,3.3838881694802903e-08,3.560381769627518e-08,0.12489760616246504,0.9162821999999392,0.9640727699387941,9.034458771685223,0.3797074999336303,0.15890183491012522,-8.875556936775098,0.3533700108528137,0.9571561813354492,0.981813907623291,925,46,5,207.0,23.684210526315788,946,47,6,211.5,28.421052631578945
seed6761-epoch69-36.mat,10,10,10,867 851 807 888 828 887 848 827 868 847,0.6208019952380529,4.119544193730522e-09,5.840230355723116e-10,1.5763263237947744e-09,2.6350669787681695e-09,0.14176884822867739,0.38264580974607915,0.6396501299290446,8.484191251400944,4.172030211447193,1.9405750162210609,-6.543616235179883,0.3537559509277344,0.5975144505500793,0.7839675545692444,847,42,7,189.0,33.1578947368421,846,42,6,189.0,28.421052631578945
seed6766-epoch12-60.mat,10,10,10,614 595 619 593 613 616 594 615 617 618,0.49847203062613005,1.6506099251856015e-10,3.010036734904909e-12,1.0944396440018895e-10,1.246686834264333e-10,0.01823590594589723,0.6630516558167588,0.7552885846873545,17.39058491534756,1.7845250234891807,1.218869938642456,-16.171714976705104,0.1323428750038147,0.8057519197463989,0.8669057488441467,614,30,14,135.0,66.3157894736842,653,32,13,144.0,61.57894736842105
seed6766-epoch13-47.mat,10,10,10,1045 1145 1026 1185 1025 1006 1046 949 1205 1165,0.41425642469794655,3.088027238141431e-09,6.188705807704248e-10,7.676061039837276e-10,2.558753261612394e-09,0.20040968976131832,0.2485749136221095,0.8286044986936102,6.980812281496853,6.045426603132796,0.8165271023279104,-6.164285179168942,0.44745248556137085,0.4984644949436188,0.9101602435112,1026,51,6,229.5,28.421052631578945,1066,53,6,238.5,28.421052631578945
