file,beamformer_index,beamformer_phi_index,beamformer_theta_index,beamformer_phi_deg,beamformer_theta_deg,sweep_index,sweep_phi_index,sweep_theta_index,sweep_phi_deg,sweep_theta_deg,beamformer_matches_sweep,sweep_similarity_to_optimal,beamformer_similarity_to_optimal,sweep_similarity_squared_to_optimal,beamformer_similarity_squared_to_optimal,beamformer_vs_sweep_phi_error_deg,beamformer_vs_sweep_theta_error_deg,optimal_rss,beamformer_rss,sweep_rss,sweep_gain_loss_to_optimal_db,beamformer_gain_loss_to_optimal_db,best_reference_index
seed1226-epoch23-35.mat,1591,79,11,355.5,52.10526315789473,1593,79,13,355.5,61.57894736842105,False,0.36578086018562317,0.8036296963691711,0.1337956376781344,0.6458206888864062,0.0,9.473684210526315,3.764897669516053e-09,2.4630801747654e-09,5.726941860555928e-10,8.178303379959516,1.8427462179103742,20
seed1226-epoch25-33.mat,1393,69,13,310.5,61.57894736842105,1373,68,13,306.0,61.57894736842105,False,0.7752540707588196,0.8188619613647461,0.6010188742281208,0.6705349117701189,4.5,0.0,2.6265869321454876e-09,1.7879723340268122e-09,1.5987404807208785e-09,2.156137969885691,1.670309769570153,53
seed1226-epoch54-57.mat,1228,61,8,274.5,37.89473684210526,19,0,19,0.0,90.0,False,0.25577810406684875,0.8979427218437195,0.06542243852003171,0.8063011317121074,85.5,52.10526315789474,1.2274196318621572e-08,9.899389462736068e-09,8.03619251767214e-10,11.839426824843812,0.9338465379805285,24
seed1226-epoch54-7.mat,52,2,12,9.0,56.84210526315789,113,5,13,22.5,61.57894736842105,False,0.25860652327537537,0.8591460585594177,0.06687733388057726,0.7381319499381824,13.5,4.7368421052631575,3.77854934864431e-09,2.791802126937436e-09,2.5381675748293737e-10,11.728046472722284,1.3144046072041533,32
seed1226-epoch54-96.mat,1203,60,3,270.0,14.210526315789473,746,37,6,166.5,28.421052631578945,False,0.18051406741142273,0.7165899872779846,0.03258532853341567,0.5135012098670622,103.5,14.210526315789473,1.454602342564344e-09,7.731421132808408e-10,2.3246120298030904e-10,7.963936447421531,2.744849262649936,31
seed1226-epoch55-5.mat,1035,51,15,229.5,71.05263157894737,1073,53,13,238.5,61.57894736842105,False,0.1656237095594406,0.8011835813522339,0.02743121316822994,0.6418951310283916,9.0,9.473684210526322,9.169162105947779e-09,5.886964064034726e-09,2.5155625034665646e-10,15.61694370400761,1.9243826351010682,50
seed1277-epoch16-56.mat,307,15,7,67.5,33.1578947368421,1066,53,6,238.5,28.421052631578945,False,0.2826422154903412,0.7441931366920471,0.07988662197728846,0.5538234246995479,171.0,4.7368421052631575,3.171502015530142e-10,2.0086035079227556e-10,8.71930629428923e-11,5.607826966338507,1.983706956225575,44
seed1277-epoch16-75.mat,433,21,13,94.5,61.57894736842105,433,21,13,94.5,61.57894736842105,True,0.8530390858650208,0.8530390858650208,0.7276756820134302,0.7276756820134302,0.0,0.0,2.4612696350264736e-10,1.9493938881473354e-10,1.9493938881473354e-10,1.0125954734949687,1.0125954734949687,52
seed1277-epoch19-26.mat,1193,59,13,265.5,61.57894736842105,1173,58,13,261.0,61.57894736842105,False,0.42390620708465576,0.9440714716911316,0.17969647240489905,0.8912709436610591,4.5,0.0,5.266544093038539e-08,4.69504456067767e-08,9.465950390495898e-09,7.453614967413017,0.4988600596404211,50
seed1292-epoch17-27.mat,1535,76,15,342.0,71.05263157894737,119,5,19,22.5,90.0,False,0.4656336307525635,0.4895443916320801,0.21681467808781463,0.2396537113784234,40.5,18.94736842105263,2.51794344027012e-10,7.254733372931571e-11,6.026278140970197e-11,6.209962497558067,5.40424088502472,0
seed1292-epoch2-79.mat,429,21,9,94.5,42.63157894736842,426,21,6,94.5,28.421052631578945,False,0.1911095827817917,0.9116547107696533,0.03652287263103049,0.8311143116685002,0.0,14.210526315789473,2.5110583096585154e-09,2.106711943531977e-09,9.258944572750033e-11,14.332948616204646,0.7625163692839578,49
seed1292-epoch41-100.mat,988,49,8,220.5,37.89473684210526,846,42,6,189.0,28.421052631578945,False,0.08109618723392487,0.686568558216095,0.006576591583879798,0.4713763851309274,31.5,9.473684210526315,7.355898527055307e-09,3.484540406507343e-09,4.852902768837765e-11,21.806332505807433,3.2449021811836047,39
seed1292-epoch41-18.mat,1453,72,13,324.0,61.57894736842105,759,37,19,166.5,90.0,False,0.12842246890068054,0.8417977094650269,0.01649233051854626,0.7086233836605658,157.5,28.421052631578952,1.303096816732386e-09,9.325607323664592e-10,4.149863430716216e-11,14.969418660724102,1.4529954610233915,35
seed1292-epoch41-32.mat,167,8,7,36.0,33.1578947368421,106,5,6,22.5,28.421052631578945,False,0.24468080699443817,0.21525533497333527,0.059868697311449504,0.04633485923448277,13.5,4.7368421052631575,3.544760394052896e-10,2.1311661505243855e-11,2.7242194528463196e-11,11.143433231834777,12.209676597209977,56
seed1292-epoch41-47.mat,1568,78,8,351.0,37.89473684210526,1593,79,13,355.5,61.57894736842105,False,0.10543806105852127,0.8023043274879456,0.01111718471978046,0.6436922339058846,4.5,23.684210526315788,9.328916940299097e-10,6.105790311653332e-10,1.0941988501245638e-11,19.307310498258758,1.8408931634863421,6
seed1292-epoch41-74.mat,924,46,4,207.0,18.94736842105263,1066,53,6,238.5,28.421052631578945,False,0.19220435619354248,0.8369695544242859,0.03694251453977415,0.7005180350331877,31.5,9.473684210526315,1.195386291663746e-09,8.501667714629757e-10,4.490359361105316e-11,14.25226241572858,1.4800412973195165,60
seed1292-epoch41-77.mat,814,40,14,180.0,66.3157894736842,19,0,19,0.0,90.0,False,0.2998637855052948,0.9656219482421875,0.08991828985756545,0.9324257469270378,180.0,23.684210526315795,1.6867133140019893e-09,1.5756503620885555e-09,1.5285686194409695e-10,10.427560751129818,0.29581417617824,7
